X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,y
0.37648806746680147,0.4287037651124243,0.4506904612595359,0.41617437744901664,0.5111376994761898,-0.13300234929860344,-0.09308097831195794,-0.1652758226369865,-0.19026007047933927,-0.07261038323334082,0.2515017147741304,0.2397028485106243,0.24374373546508715,0.8793072927089763,-0.3398211683082972,4.501896604597202
1.403859113048649,1.44531818914067,1.4242076581684313,1.4153318219007347,1.357994315469114,-0.247628219005949,-0.16877507086664692,-0.23772067913985181,-0.20080318586117046,-0.31639475322486055,0.9285854697722824,0.8916718012465535,0.900580741992267,0.039309198743465314,0.18213487101117645,6.66124701361657
1.4795718980609396,1.5011530183342443,1.410470016100521,1.4531491655533095,1.5359894572264692,0.7204442448225802,0.7539974883020405,0.6991939396430061,0.7846006513159954,0.7126732399013902,1.5621031428679517,1.7544246530000582,1.6458680251915891,-0.9123255140663579,1.3597718933283136,8.22558955733151
0.609816424273676,0.5390635586988367,0.49892753182159455,0.4880322504696095,0.5037458385140802,-0.40451022179595414,-0.5373716927199277,-0.4347259058245332,-0.40248755948164194,-0.4423298093409059,0.009404737019143974,0.09586519073801669,0.10274271862376066,-0.4624991531999693,-0.04470875675958535,2.7728929085524436
0.25769181421442033,0.1615212398236911,0.2665056120788197,0.21915664245217298,0.26523704353095146,-1.753723399673382,-1.825387354051296,-1.7577573058518123,-1.7633923561820435,-1.8168207995049264,-1.1773315078391462,-1.0458900352886276,-1.2072834465885718,0.34285346578164794,-0.8861126513476503,11.955804450283505
-0.6009472312339187,-0.5045447890865575,-0.5978847587327638,-0.4923154284623549,-0.49532656816118265,-0.9336651977745238,-1.0199749430635483,-1.0007416721747628,-0.9727840408776146,-0.9531647615137985,-1.1469163064369963,-1.1274312113488025,-1.1449004042784106,1.818464378381593,-1.6196898655166265,-0.6150854145078719
-0.8383210572742684,-0.9978424533252891,-0.8101987391926206,-0.8786808236804354,-0.7822271186891924,-1.3366023558449383,-1.3518188049144304,-1.2916474913801061,-1.365019464677309,-1.3111665252780522,-1.665009032360509,-1.6284777736439588,-1.5623984566924027,-0.48401962319627845,0.5130478674102508,-4.620640310253958
-0.29185268490912714,-0.24598171308039937,-0.19009874440799196,-0.29376877080068853,-0.1468148030811487,0.13905238296874903,0.11315200626022234,0.02506819083618326,0.027306726841937697,0.0623814225012601,-0.12826680021285014,-0.17737995532286066,-0.1339059041530932,0.8047874435273991,0.2472881256277393,-5.105177310145872
-0.4630290356045698,-0.5415772804215008,-0.5538752543974754,-0.46016019597416546,-0.4498350051684087,0.08973463657179667,0.12063400201812141,0.06299509959952856,0.102581636893693,0.08697354611718874,-0.27094302778841295,-0.34390043447520025,-0.36657386204957493,-0.32805645067676004,-0.6459081732622967,-4.47316933266343
0.33335688483749437,0.38857945873195027,0.34983663556149597,0.31505861074763636,0.42909663338670023,-0.5190607885045193,-0.513202212102993,-0.529677024505704,-0.5745362952213057,-0.5909862226558494,-0.17459435894510034,-0.06236281266806808,-0.18171496720618663,0.11046875588613572,1.0260141257072977,9.186730274146633
-0.5763030910548855,-0.5704897389840836,-0.49170519123587536,-0.5745573029731584,-0.5570523323771297,1.7452611353659269,1.7767519713191677,1.8057610941838715,1.7699981567104466,1.729088485181573,0.9293214103193257,0.8492983861035905,0.8588974638334783,1.5153967492635925,-0.42177686438763046,-7.605456682183343
-0.9385355501309958,-1.0751035352009195,-0.968147991832812,-0.9824985571610697,-1.0032161281562633,0.8029688143985743,0.7165013695145844,0.8239881633361623,0.7749527936462541,0.8207948327143728,-0.21450410092986563,-0.06865214678967492,-0.08686807541060965,0.7642925814204332,-0.1346440918247952,-3.401318868013595
0.1340622368253051,0.14917075896366686,0.19885959799942501,0.20840093617465677,0.24206126941343434,-1.8673647459253093,-1.9877289680144234,-1.9274764880966937,-1.8683680041721253,-1.8940130416596124,-1.2881606832361867,-1.2877326832465086,-1.1793232595936771,-1.2412992727409569,-0.016664133297943518,14.922348449480847
