X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,y
0.27123806145802865,0.2568136978223326,1.376264676413715,1.5557116310486787,0.31276147852029734,0.3162717897241352,1.3980440078010081,1.457543392566446,0.37315344458556,0.27858850040956457,1.4207566965479599,1.5092812161102134,0.3583781063417242,0.2610106235080529,1.4480605038265077,9.716069383915094
-0.3293650483951313,0.7375474183258978,1.692284548210769,0.38457171036981536,-0.3529873869669569,0.8138887588656127,1.7085561167449757,0.49509827861432415,-0.42175392118586846,0.7865900563380903,1.7132893539649292,0.47182296330130996,-0.3258394140110038,0.7693248672956493,1.684763205116811,-0.2393411291847869
-0.04914263899416059,0.06621526054979364,-0.6972750155708362,-0.6185311519227294,-0.05866223046906602,0.18093191478807163,-0.6800410594443811,-0.5987307757964446,-0.06643323539025607,0.07544728078703601,-0.5384006346542759,-0.6510536904877977,-0.0956597582997008,0.22398601384771008,-0.6156041873380976,-5.40408797747968
-0.9307668122496812,-2.58207940481913,-1.744706574492067,-0.31633886334574396,-0.9186617431659665,-2.662699779782147,-1.711785881207704,-0.26689341176296055,-0.9564813307109182,-2.6115698037563657,-1.676841238358445,-0.2573095873708487,-0.9775232872018499,-2.5678103330720377,-1.7468248681452765,-0.9099070197161645
-0.6900594148744161,-0.2567751251454201,-1.584508996753703,-1.7021687477256682,-0.5578236639588491,-0.30118770086289537,-1.513942554645048,-1.683317757026023,-0.6209210637903932,-0.3008255059114188,-1.4497689353425365,-1.7749024986932245,-0.6045738234212924,-0.3377222118038899,-1.5363237293458871,-2.9561395940566193
1.0666815985376883,-0.20381572353031402,-0.7589686236611658,-0.22156270300009157,1.0655776013885006,-0.19788949632232003,-0.8393784558347952,-0.27100376417774513,1.046078037649226,-0.184437369310693,-0.82567450462376,-0.302726637193466,1.1279764537644015,-0.22108861085230558,-0.814531921746771,8.41762361464879
-0.5041722073743653,-0.5494339421329592,-0.7114340028657243,0.05432453301738589,-0.363866465370638,-0.6119883633313925,-0.6453350260420185,-0.04940216844735426,-0.33843063480375185,-0.6426376632464463,-0.6996243807748466,0.03575976706857678,-0.39315360695404045,-0.5762056813149763,-0.7814284072119223,0.343803475110803
-0.6870214294292006,-0.5699902261180426,0.5507203355833653,1.1891120160369273,-0.5806266132957887,-0.5453787553655649,0.5909180173045006,1.0845942660442773,-0.6572975737632777,-0.6118721003260814,0.5633953326580126,1.0983070965618023,-0.6152878296346401,-0.5820145608908726,0.5808808088977981,9.766254347476162
-0.6698380292864646,-0.3893534620013589,-0.017466867975303967,-0.9174446716890634,-0.6610661608164635,-0.33738425410905837,-0.1168516209249062,-0.987568078150258,-0.6638272512710715,-0.32016272932049833,-0.11494860040454061,-1.0479250224984316,-0.6618271596977253,-0.3849372045659218,-0.09599099573442621,-0.08527406581203101
-0.9770448570204989,-2.371724210309771,-0.9862866042780224,0.3549906616564639,-0.9571652314057155,-2.307243185123007,-0.9035023666801097,0.27887760589971106,-1.0290906655570455,-2.3817836172867857,-0.8493364401641453,0.2585506485931585,-1.0031877605297541,-2.313347022157514,-0.8760226464098415,5.5015315206574495
